Thread  	Address                 	Instruction                     	Result                                  	
0000DEAD	ROM:sub_ADD6+20         	STRMI.W         R2, [R0,#0x84]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_ADD6+24         	STRPL.W         R2, [R0,#0x88]  	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_ADD6+28         	LSLS            R3, R1, #0x19   	R3=20000000 N=0                         	
0000DEAD	ROM:sub_ADD6+2A         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_ADD6+2C         	STRMI.W         R2, [R0,#0xC4]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_ADD6+30         	STRPL.W         R2, [R0,#0xC8]  	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_ADD6+34         	LSLS            R3, R1, #0x18   	R3=10000000                             	
0000DEAD	ROM:sub_ADD6+36         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_ADD6+38         	STRMI.W         R2, [R0,#0x104] 	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_ADD6+3C         	STRPL.W         R2, [R0,#0x108] 	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_ADD6+40         	LSLS            R3, R1, #0x1F   	R3=00000000 Z=1                         	
0000DEAD	ROM:sub_ADD6+42         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_ADD6+44         	STRMI           R2, [R0,#0x14]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_ADD6+46         	STRPL           R2, [R0,#0x18]  	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_ADD6+48         	LSLS            R3, R1, #0x1E   	                                        	
0000DEAD	ROM:sub_ADD6+4A         	ITE MI                          	IT[3:2]=3 IT[7:4]=4                     	
0000DEAD	ROM:sub_ADD6+4C         	STRMI           R2, [R0,#0x24]  	IT[3:2]=2 IT[7:4]=5                     	
0000DEAD	ROM:sub_ADD6+4E         	STRPL           R2, [R0,#0x28]  	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_ADD6+50         	LSLS            R1, R1, #0x1D   	R1=00000000                             	
0000DEAD	ROM:sub_ADD6+52         	BPL             loc_AE2E        	                                        	
0000DEAD	ROM:sub_ADD6:loc_AE2E   	STR             R2, [R0,#0x38]  	                                        	
0000DEAD	ROM:sub_ADD6+5A         	BX              LR              	                                        	
0000DEAD	ROM:sub_B0D2+14         	MOVS            R1, #8          	R1=00000008 Z=0                         	
0000DEAD	ROM:sub_B0D2+16         	MOVS            R0, #5          	R0=00000005                             	
0000DEAD	ROM:sub_B0D2+18         	BL              sub_ADD6        	R0=400E1000 R1=00000000 R2=00000020 LR=0000B0EF C=1 Z=1	
0000DEAD	ROM:sub_B0D2+1C         	MOVS            R1, #0x10       	R1=00000010 Z=0                         	
0000DEAD	ROM:sub_B0D2+1E         	MOVS            R0, #0x4E ; 'N' 	R0=0000004E                             	
0000DEAD	ROM:sub_B0D2+20         	BL              sub_ADD6        	R0=400E1400 R1=00000000 R2=00004000 LR=0000B0F7 C=0 Z=1	
0000DEAD	ROM:sub_B0D2+24         	BL              sub_CAB2        	LR=0000B0FB                             	
0000DEAD	ROM:sub_CAB2            	MRS.W           R0, PRIMASK     	R0=00000000                             	
0000DEAD	ROM:sub_CAB2+4          	SUBS            R0, R0, #1      	R0=FFFFFFFF Z=0 N=1                     	
0000DEAD	ROM:sub_CAB2+6          	SBCS            R0, R0          	                                        	
0000DEAD	ROM:sub_CAB2+8          	LSRS            R0, R0, #0x1F   	R0=00000001 C=1 N=0                     	
0000DEAD	ROM:sub_CAB2+A          	CPSID           I               	PRIMASK=00000001                        	
0000DEAD	ROM:sub_CAB2+C          	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_CAB2+10         	LDR             R1, =unk_200003A5	R1=200003A5                             	
0000DEAD	ROM:sub_CAB2+12         	LDR.W           R12, =0xAA000024	R12=AA000024                            	
0000DEAD	ROM:sub_CAB2+16         	MOVS            R2, #0          	R2=00000000 Z=1                         	
0000DEAD	ROM:sub_CAB2+18         	STRB            R2, [R1]        	                                        	
0000DEAD	ROM:sub_CAB2+1A         	LDR             R2, =unk_400F0418	R2=400F0418                             	
0000DEAD	ROM:sub_CAB2+1C         	LDR             R3, [R2,#(unk_400F0424 - 0x400F0418)]	R3=00000085                             	
0000DEAD	ROM:sub_CAB2+1E         	STR.W           R12, [R2]       	                                        	
0000DEAD	ROM:sub_CAB2+22         	ORR.W           R3, R3, #5      	                                        	
0000DEAD	ROM:sub_CAB2+26         	STR             R3, [R2,#(unk_400F0424 - 0x400F0418)]	                                        	
0000DEAD	ROM:sub_CAB2+28         	CBZ             R0, locret_CAE6 	                                        	
0000DEAD	ROM:sub_CAB2+2A         	MOVS            R0, #1          	Z=0                                     	
0000DEAD	ROM:sub_CAB2+2C         	STRB            R0, [R1]        	                                        	
0000DEAD	ROM:sub_CAB2+2E         	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_CAB2+32         	CPSIE           I               	PRIMASK=00000000                        	
0000DEAD	ROM:sub_CAB2:locret_CAE6	BX              LR              	                                        	
0000DEAD	ROM:sub_B0D2+28         	LDR.W           R1, =unk_200003A5	                                        	
0000DEAD	ROM:sub_B0D2+2C         	MOVS            R0, #1          	                                        	
0000DEAD	ROM:sub_B0D2+2E         	STRB            R0, [R1]        	                                        	
0000DEAD	ROM:sub_B0D2+30         	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_B0D2+34         	CPSIE           I               	                                        	
0000DEAD	ROM:sub_B0D2+36         	MOVS            R0, #0x10       	R0=00000010                             	
0000DEAD	ROM:sub_B0D2+38         	BL              sub_C5E0        	LR=0000B10F                             	
0000DEAD	ROM:sub_C5E0            	PUSH            {R4,R5,LR}      	SP=2000137C MSP=2000137C                	
0000DEAD	ROM:sub_C5E0+2          	MOV             R4, R0          	R4=00000010                             	
0000DEAD	ROM:sub_C5E0+4          	LDR             R5, =unk_20000D78	R5=20000D78                             	
0000DEAD	ROM:sub_C5E0+6          	SUB             SP, SP, #4      	SP=20001378 MSP=20001378                	
0000DEAD	ROM:sub_C5E0+8          	MOV             R0, R5          	R0=20000D78                             	
0000DEAD	ROM:sub_C5E0+A          	BL              sub_F97C        	LR=0000C5EF                             	
0000DEAD	ROM:sub_F97C            	MOVS            R1, #0          	R1=00000000 Z=1                         	
0000DEAD	ROM:sub_F97C+2          	STR             R1, [R0]        	                                        	
0000DEAD	ROM:sub_F97C+4          	STR             R1, [R0,#4]     	                                        	
0000DEAD	ROM:sub_F97C+6          	MOVS            R1, #0x10       	R1=00000010 Z=0                         	
0000DEAD	ROM:sub_F97C+8          	STRB            R1, [R0,#8]     	                                        	
0000DEAD	ROM:sub_F97C+A          	MOVS            R1, #0          	R1=00000000 Z=1                         	
0000DEAD	ROM:sub_F97C+C          	STRB            R1, [R0,#9]     	                                        	
0000DEAD	ROM:sub_F97C+E          	MOVS            R1, #1          	R1=00000001 Z=0                         	
0000DEAD	ROM:sub_F97C+10         	STRB            R1, [R0,#0xA]   	                                        	
0000DEAD	ROM:sub_F97C+12         	STRB            R1, [R0,#0xB]   	                                        	
0000DEAD	ROM:sub_F97C+14         	MOVS            R1, #0          	R1=00000000 Z=1                         	
0000DEAD	ROM:sub_F97C+16         	STRB            R1, [R0,#0xC]   	                                        	
0000DEAD	ROM:sub_F97C+18         	BX              LR              	                                        	
0000DEAD	ROM:sub_C5E0+E          	STRB            R4, [R5,#(unk_20000D80 - 0x20000D78)]	                                        	
0000DEAD	ROM:sub_C5E0+10         	MOV             R2, R5          	R2=20000D78                             	
0000DEAD	ROM:sub_C5E0+12         	LDR             R1, =0x400F0C00 	R1=400F0C00                             	
0000DEAD	ROM:sub_C5E0+14         	ADD.W           R0, R5, #0x10   	R0=20000D88                             	
0000DEAD	ROM:sub_C5E0+18         	BL              sub_F996        	LR=0000C5FD                             	
0000DEAD	ROM:sub_F996            	PUSH            {R4,R5,LR}      	SP=2000136C MSP=2000136C                	
0000DEAD	ROM:sub_F996+2          	SUB             SP, SP, #4      	SP=20001368 MSP=20001368                	
0000DEAD	ROM:sub_F996+4          	MOV             R4, R1          	R4=400F0C00                             	
0000DEAD	ROM:sub_F996+6          	MOV             R5, R2          	                                        	
0000DEAD	ROM:sub_F996+8          	STR             R4, [R0]        	                                        	
0000DEAD	ROM:sub_F996+A          	STR             R5, [R0,#4]     	                                        	
0000DEAD	ROM:sub_F996+C          	MOV             R0, R4          	R0=400F0C00                             	
0000DEAD	ROM:sub_F996+E          	BL              sub_CF3A        	LR=0000F9A9                             	
0000DEAD	ROM:sub_CF3A            	PUSH            {R4-R6,LR}      	SP=20001358 MSP=20001358                	
0000DEAD	ROM:sub_CF3A+2          	CMP.W           R0, #0x40004000 	Z=0                                     	
0000DEAD	ROM:sub_CF3A+6          	BEQ.W           loc_D0EA        	                                        	
0000DEAD	ROM:sub_CF3A+A          	LDR.W           R1, =0x40008000 	R1=40008000                             	
0000DEAD	ROM:sub_CF3A+E          	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_CF3A+10         	BEQ.W           loc_D0F2        	                                        	
0000DEAD	ROM:sub_CF3A+14         	LDR.W           R1, =0x40010000 	R1=40010000                             	
0000DEAD	ROM:sub_CF3A+18         	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_CF3A+1A         	BEQ.W           loc_D0F6        	                                        	
0000DEAD	ROM:sub_CF3A+1E         	LDR.W           R1, =0x40014000 	R1=40014000                             	
0000DEAD	ROM:sub_CF3A+22         	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_CF3A+24         	BEQ.W           loc_D110        	                                        	
0000DEAD	ROM:sub_CF3A+28         	LDR.W           R1, =0x40018000 	R1=40018000                             	
0000DEAD	ROM:sub_CF3A+2C         	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_CF3A+2E         	BEQ.W           loc_D114        	                                        	
0000DEAD	ROM:sub_CF3A+32         	LDR.W           R1, =0x40018400 	R1=40018400                             	
0000DEAD	ROM:sub_CF3A+36         	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_CF3A+38         	BEQ.W           loc_D118        	                                        	
0000DEAD	ROM:sub_CF3A+3C         	LDR.W           R1, =0x4001C000 	R1=4001C000                             	
0000DEAD	ROM:sub_CF3A+40         	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_CF3A+42         	BEQ.W           loc_D11C        	                                        	
0000DEAD	ROM:sub_CF3A+46         	LDR.W           R1, =0x4001C400 	R1=4001C400                             	
0000DEAD	ROM:sub_CF3A+4A         	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_CF3A+4C         	BEQ.W           loc_D120        	                                        	
0000DEAD	ROM:sub_CF3A+50         	LDR.W           R1, =0x40024000 	R1=40024000                             	
0000DEAD	ROM:sub_CF3A+54         	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_CF3A+56         	BEQ.W           loc_D124        	                                        	
0000DEAD	ROM:sub_CF3A+5A         	LDR.W           R1, =0x40028000 	R1=40028000                             	
0000DEAD	ROM:sub_CF3A+5E         	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_CF3A+60         	BEQ.W           loc_D13E        	                                        	
